id,fragility_model_id,reviewer,source,basis,num_observations,reference_id,edp_metric,edp_unit,ds_rank,ds_description,median,beta,probability
D1014.022-2,D1014.022,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,"Damaged vane and hoist-way switches, and or bent cab stabilizers, and or damaged car guide shoes.",0.3,0.3,0.49
D1014.022-3,D1014.022,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged entrance and car door, and or flooring damage.",0.3,0.3,0.44
D1014.022-4,D1014.022,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,"Oil leak in hydraulic line, and or hydraulic tank failure.",0.3,0.3,0.37
D2061.023a-1,D2061.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Minor leakage at flange connections  -  1 leak per 1000  feet of pipe.,2.25,0.4,1.0
D2061.023a-2,D2061.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Pipe Break - 1 break per 1000 feet of pipe,4.1,0.4,1.0
D2061.023b-1,D2061.023b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Lateral Brace Failure - 1 failure per 1000 feet of pipe .,1.5,0.4,1.0
D2061.023b-2,D2061.023b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Vertical Brace Failure - 1 failure per 1000 feet of pipe ,2.25,0.4,1.0
D2061.024a-1,D2061.024a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Minor leakage at flange connections  -  1 leak per 1000 feet of pipe.,2.25,0.4,1.0
D2061.024a-2,D2061.024a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Pipe Break - 1 break per 1000 feet of pipe,4.1,0.4,1.0
D2061.024b-1,D2061.024b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Lateral Brace Failure - 1 failure per 1000 feet of pipe.,1.5,0.4,1.0
D2061.024b-2,D2061.024b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Vertical Brace Failure - 1 failure per 1000 feet of pipe ,2.25,0.4,1.0
D3031.011a-1,D3031.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.2,0.4,1.0
D3031.011b-1,D3031.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.2,0.4,1.0
D3031.011c-1,D3031.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.2,0.4,1.0
D3031.011d-1,D3031.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.2,0.4,1.0
D3031.012a-1,D3031.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.012a-2,D3031.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.012b-1,D3031.012b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",0.43,0.6,1.0
D3031.012c-1,D3031.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.012c-2,D3031.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.012c-3,D3031.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D3031.012d-1,D3031.012d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.012d-2,D3031.012d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.012e-1,D3031.012e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",0.43,0.6,1.0
D3031.012f-1,D3031.012f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.012f-2,D3031.012f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.012f-3,D3031.012f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D3031.012g-1,D3031.012g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.012g-2,D3031.012g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.012h-1,D3031.012h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",0.43,0.6,1.0
D3031.012i-1,D3031.012i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.012i-2,D3031.012i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.012i-3,D3031.012i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D3031.012j-1,D3031.012j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.012j-2,D3031.012j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.012k-1,D3031.012k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",0.43,0.6,1.0
D3031.012l-1,D3031.012l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.012l-2,D3031.012l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.012l-3,D3031.012l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D3031.013a-1,D3031.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.013a-2,D3031.013a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.013b-1,D3031.013b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",0.72,0.2,1.0
D3031.013c-1,D3031.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.013c-2,D3031.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.013c-3,D3031.013c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D3031.013d-1,D3031.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.013d-2,D3031.013d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.013e-1,D3031.013e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",0.72,0.2,1.0
D3031.013f-1,D3031.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.013f-2,D3031.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.013f-3,D3031.013f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D3031.013g-1,D3031.013g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.013g-2,D3031.013g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.013h-1,D3031.013h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",0.72,0.2,1.0
D3031.013i-1,D3031.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.013i-2,D3031.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.013i-3,D3031.013i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D3031.013j-1,D3031.013j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.013j-2,D3031.013j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.013k-1,D3031.013k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",0.72,0.2,1.0
D3031.013l-1,D3031.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.013l-2,D3031.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.013l-3,D3031.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK.",,,0.5
D3031.021a-1,D3031.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping.,0.5,0.4,1.0
D3031.021b-1,D3031.021b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping.,0.5,0.4,1.0
D3031.021c-1,D3031.021c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping.,0.5,0.4,1.0
D3031.021d-1,D3031.021d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping.,0.5,0.4,1.0
D3031.022a-1,D3031.022a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.022a-2,D3031.022a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.022b-1,D3031.022b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping but anchorage is OK.,0.97,0.6,1.0
D3031.022c-1,D3031.022c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.022c-2,D3031.022c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.022c-3,D3031.022c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damaged equipment and attached piping but anchorage OK.,,,0.5
D3031.022d-1,D3031.022d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.022d-2,D3031.022d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.022e-1,D3031.022e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping but anchorage is OK.,0.97,0.6,1.0
D3031.022f-1,D3031.022f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.022f-2,D3031.022f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.022f-3,D3031.022f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damaged equipment and attached piping but anchorage OK.,,,0.5
D3031.022g-1,D3031.022g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.022g-2,D3031.022g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.022h-1,D3031.022h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping but anchorage is OK.,0.97,0.6,1.0
D3031.022i-1,D3031.022i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.022i-2,D3031.022i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.022i-3,D3031.022i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damaged equipment and attached piping but anchorage OK.,,,0.5
D3031.022j-1,D3031.022j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.022j-2,D3031.022j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.022k-1,D3031.022k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping but anchorage is OK.,0.97,0.6,1.0
D3031.022l-1,D3031.022l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.022l-2,D3031.022l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.022l-3,D3031.022l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damaged equipment and attached piping but anchorage OK.,,,0.5
D3031.023a-1,D3031.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.023a-2,D3031.023a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.023b-1,D3031.023b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
D3031.023c-1,D3031.023c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.023c-2,D3031.023c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.023c-3,D3031.023c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damaged equipment and attached piping but anchorage OK.,,,0.5
D3031.023d-1,D3031.023d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.023d-2,D3031.023d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.023e-1,D3031.023e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
D3031.023f-1,D3031.023f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.023f-2,D3031.023f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.023f-3,D3031.023f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damaged equipment and attached piping but anchorage OK.,,,0.5
D3031.023g-1,D3031.023g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.023g-2,D3031.023g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.023h-1,D3031.023h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
D3031.023i-1,D3031.023i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.023i-2,D3031.023i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.023i-3,D3031.023i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damaged equipment and attached piping but anchorage OK.,,,0.5
D3031.023j-1,D3031.023j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3031.023j-2,D3031.023j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3031.023k-1,D3031.023k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Damaged equipment and attached piping but anchorage is OK.,1.52,0.4,1.0
D3031.023l-1,D3031.023l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3031.023l-2,D3031.023l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3031.023l-3,D3031.023l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Damaged equipment and attached piping but anchorage OK.,,,0.5
D3032.011a-1,D3032.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
D3032.011a-2,D3032.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
D3032.011b-1,D3032.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
D3032.011b-2,D3032.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
D3032.011c-1,D3032.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
D3032.011c-2,D3032.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
D3032.011d-1,D3032.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Motor is damaged.,0.25,0.45,0.5
D3032.011d-2,D3032.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function. Equipment damaged beyond repair.,0.25,0.45,0.5
D3032.012a-1,D3032.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3032.012a-2,D3032.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3032.012b-1,D3032.012b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
D3032.012b-2,D3032.012b,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
D3032.012c-1,D3032.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3032.012c-2,D3032.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3032.012c-3,D3032.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Motor damaged but anchorage is OK.,,,0.25
D3032.012c-4,D3032.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.25
D3032.012d-1,D3032.012d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3032.012d-2,D3032.012d,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3032.012e-1,D3032.012e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
D3032.012e-2,D3032.012e,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
D3032.012f-1,D3032.012f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3032.012f-2,D3032.012f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3032.012f-3,D3032.012f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Motor damaged but anchorage is OK.,,,0.25
D3032.012f-4,D3032.012f,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.25
D3032.012g-1,D3032.012g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3032.012g-2,D3032.012g,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3032.012h-1,D3032.012h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
D3032.012h-2,D3032.012h,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
D3032.012i-1,D3032.012i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3032.012i-2,D3032.012i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3032.012i-3,D3032.012i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Motor damaged but anchorage is OK.,,,0.25
D3032.012i-4,D3032.012i,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.25
D3032.012j-1,D3032.012j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3032.012j-2,D3032.012j,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3032.012k-1,D3032.012k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function but anchorage is OK. Motor is damaged.,0.47,0.2,0.5
D3032.012k-2,D3032.012k,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,0.47,0.2,0.5
D3032.012l-1,D3032.012l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3032.012l-2,D3032.012l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3032.012l-3,D3032.012l,NIST,FEMA P-58,'',,FEM-2018-SEI,"Peak Floor Acceleration, horizontal",g,3,Motor damaged but anchorage is OK.,,,0.25
