id,group_id,reviewer,source,basis,num_observations,reference_id,p58_fragility,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,edp_metric,edp_unit,ds_rank,ds_description,median,beta,probability
D3032.013l-2,D3032.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,D3032.013l,D3032,Compressor,'','','','',Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3032.013l-3,D3032.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,D3032.013l,D3032,Compressor,'','','','',Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,3,Motor damaged but anchorage is OK.,,,0.25
D3032.013l-4,D3032.013l,NIST,FEMA P-58,'',,FEM-2018-SEI,D3032.013l,D3032,Compressor,'','','','',Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,4,Equipment damaged beyond repair but anchorage is OK.,,,0.25
D3041.001a-1,D3041.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.001a,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC A or B - Costing per 10 units","Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,1.92,0.5,1.0
D3041.001a-2,D3041.001a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.001a,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC A or B - Costing per 10 units","Peak Floor Acceleration, horizontal",g,2,Fan dislodges from isolators and drops.,2.4,0.5,1.0
D3041.001b-1,D3041.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.001b,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC C - Costing per 10 units","Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,1.92,0.5,1.0
D3041.001b-2,D3041.001b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.001b,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC C - Costing per 10 units","Peak Floor Acceleration, horizontal",g,2,Fan dislodges from isolators and drops.,2.4,0.5,1.0
D3041.001c-1,D3041.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.001c,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F - Costing per 10 units","Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,2.25,0.4,1.0
D3041.001c-2,D3041.001c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.001c,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F - Costing per 10 units","Peak Floor Acceleration, horizontal",g,2,Fan dislodges from isolators and drops.,2.6,0.4,1.0
D3041.001d-1,D3041.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.001d,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units","Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,2.25,0.4,1.0
D3041.001d-2,D3041.001d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.001d,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units","Peak Floor Acceleration, horizontal",g,2,Fan dislodges from isolators and drops.,2.6,0.4,1.0
D3041.002a-1,D3041.002a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.002a,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC A or B - Costing per 10 units","Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,1.9,0.4,1.0
D3041.002b-1,D3041.002b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.002b,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC C - Costing per 10 units","Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,1.9,0.4,1.0
D3041.002c-1,D3041.002c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.002c,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC D, E, F - Costing per 10 units","Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,2.25,0.4,1.0
D3041.002d-1,D3041.002d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.002d,D3041,HVAC Fan In Line Fan,'','','','',"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units","Peak Floor Acceleration, horizontal",g,1,Bellows fails at fans.,2.25,0.4,1.0
D3041.011a-1,D3041.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.011a,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.011a-2,D3041.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.011a,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.011b-1,D3041.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.011b,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.011b-2,D3041.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.011b,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.011c-1,D3041.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.011c,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.011c-2,D3041.011c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.011c,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.011d-1,D3041.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.011d,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.011d-2,D3041.011d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.011d,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.012a-1,D3041.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.012a,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC A or B - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.012a-2,D3041.012a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.012a,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC A or B - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.012b-1,D3041.012b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.012b,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC C - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.012b-2,D3041.012b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.012b,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC C - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.012c-1,D3041.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.012c,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
D3041.012c-2,D3041.012c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.012c,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
D3041.012d-1,D3041.012d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.012d,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
D3041.012d-2,D3041.012d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.012d,D3041,HVAC Galvanized Sheet Metal Ducting,'','','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
D3041.021a-1,D3041.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.021a,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.021a-2,D3041.021a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.021a,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.021b-1,D3041.021b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.021b,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.021b-2,D3041.021b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.021b,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.021c-1,D3041.021c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.021c,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.021c-2,D3041.021c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.021c,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.021d-1,D3041.021d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.021d,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.021d-2,D3041.021d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.021d,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.022a-1,D3041.022a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.022a,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC A or B - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.022a-2,D3041.022a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.022a,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC A or B - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.022b-1,D3041.022b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.022b,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC C - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
D3041.022b-2,D3041.022b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.022b,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC C - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
D3041.022c-1,D3041.022c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.022c,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
D3041.022c-2,D3041.022c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.022c,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
D3041.022d-1,D3041.022d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.022d,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,1,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
D3041.022d-2,D3041.022d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.022d,D3041,HVAC Stainless Steel Ducting,'','','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct","Peak Floor Acceleration, horizontal",g,2,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
D3041.031a-1,D3041.031a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.031a,D3041,HVAC Drops / Diffusers,'','','','',"HVAC Drops / Diffusers in suspended ceilings - No independent safety wires, SDC A or B - Costing per 10 units, No independent safety wires","Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.3,0.4,1.0
D3041.031b-1,D3041.031b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.031b,D3041,HVAC Drops / Diffusers,'','','','',"HVAC Drops / Diffusers in suspended ceilings - No independent safety wires, SDC C - Costing per 10 units, No independent safety wires","Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.3,0.4,1.0
D3041.032a-1,D3041.032a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.032a,D3041,HVAC Drops / Diffusers,'','','','',"HVAC Drops / Diffusers without ceilings - supported by ducting only - No independent safety wires, SDC A or B - Costing per 10 units, unit supported by ducting only, no independent safety wires","Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.5,0.4,1.0
D3041.032b-1,D3041.032b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.032b,D3041,HVAC Drops / Diffusers,'','','','',"HVAC Drops / Diffusers without ceilings - supported by ducting only - No independent safety wires, SDC C - Costing per 10 units, unit supported by ducting only, no independent safety wires","Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.5,0.4,1.0
D3041.032c-1,D3041.032c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.032c,D3041,HVAC Drops / Diffusers,'','','','',"HVAC Drops / Diffusers without ceilings - supported by ducting only - No independent safety wires, SDC D, E, or F - Costing per 10 units, unit supported by ducting only, no independent safety wires","Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.5,0.4,1.0
D3041.032d-1,D3041.032d,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.032d,D3041,HVAC Drops / Diffusers,'','','','',"HVAC Drops / Diffusers without ceilings - supported by ducting only - No independent safety wires, SDC D, E, or F (OSHPD or sim) - Costing per 10 units, unit supported by ducting only, no independent safety wires","Peak Floor Acceleration, horizontal",g,1,HVAC drops or diffusers dislodges and falls.,1.5,0.4,1.0
D3041.041a-1,D3041.041a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.041a,D3041,Variable Air Volume (VAV) box,'','','','',"Variable Air Volume (VAV) box with in-line coil, SDC A or B - Costing per 10 units","Peak Floor Acceleration, horizontal",g,1,Coil damages connection to plumbing.  Leakage of hot water.,1.9,0.4,1.0
D3041.041b-1,D3041.041b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.041b,D3041,Variable Air Volume (VAV) box,'','','','',"Variable Air Volume (VAV) box with in-line coil, SDC C - Costing per 10 units","Peak Floor Acceleration, horizontal",g,1,Coil damages connection to plumbing.  Leakage of hot water.,1.9,0.4,1.0
D3041.101a-1,D3041.101a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.101a,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative.",0.5,0.4,1.0
D3041.102a-1,D3041.102a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.102a,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3041.102a-2,D3041.102a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.102a,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3041.102b-1,D3041.102b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.102b,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",1.0,0.6,1.0
D3041.102c-1,D3041.102c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.102c,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3041.102c-2,D3041.102c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.102c,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3041.102c-3,D3041.102c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.102c,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.5
D3041.103a-1,D3041.103a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.103a,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D3041.103a-2,D3041.103a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.103a,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D3041.103b-1,D3041.103b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.103b,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK.",4.8,0.6,1.0
D3041.103c-1,D3041.103c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.103c,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D3041.103c-2,D3041.103c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.103c,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D3041.103c-3,D3041.103c,NIST,FEMA P-58,'',,FEM-2018-SEI,D3041.103c,D3041,HVAC Fan,'','','','',HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.5
D3052.011a-1,D3052.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.011a,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: <5000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 4000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Damage to attached ducting or piping.,0.25,0.4,0.67
D3052.011a-2,D3052.011a,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.011a,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: <5000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 4000 CFM.,"Peak Floor Acceleration, horizontal",g,2,Equipment does not function Equipment damaged beyond repair.,0.25,0.4,0.33
D3052.011b-1,D3052.011b,NIST,FEMA P-58,'',,FEM-2018-SEI,D3052.011b,D3052,Air Handling Unit,'','','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 8000 CFM.,"Peak Floor Acceleration, horizontal",g,1,Equipment does not function. Damage to attached ducting or piping.,0.25,0.4,0.67
