id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,detailing,material,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,edp_metric,edp_unit,edp_value,alt_edp_metric,alt_edp_unit,alt_edp_value,ds_rank,ds_class,notes
exp1821a,DAV-2011-EXP,Config6. Specimen 14,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,Sliding,CFS,'',"Dynamic, uniaxial","For the dynamic protocol, the frequency of loading and amplitude is selected to match a desired floor response spectrum consistent with ground spectral coordinates SDS 51g and SD1 50:6g as defined in ASCE/SEI 7-10 (ASCE 2010) and then extrapolated for a generic nonstructural system located at a building roof level",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Stud to bottom track connection
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom  track only
8. Spacing of steel studs of 24 in.on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
14. Equivalent Ceiling:  Equivalent to the tributary weight of a rigid ceiling found in a 12'x12' room, approximately. The weight was simulated using a hollow steel section HSS5x3x1/4"" attached at 8' from the floor with a distributed weight of 12.2 plf. connected directly to teh gypsum wallboards",Cracks along longitudinal wall corner beads,'',0,Story Drift Ratio,Ratio,0.01,'','',,,Inconsequential,''
exp1822a,DAV-2011-EXP,Config6. Specimen 14,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,Sliding,CFS,'',"Dynamic, uniaxial","For the dynamic protocol, the frequency of loading and amplitude is selected to match a desired floor response spectrum consistent with ground spectral coordinates SDS 51g and SD1 50:6g as defined in ASCE/SEI 7-10 (ASCE 2010) and then extrapolated for a generic nonstructural system located at a building roof level",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Stud to bottom track connection
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom  track only
8. Spacing of steel studs of 24 in.on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
14. Equivalent Ceiling:  Equivalent to the tributary weight of a rigid ceiling found in a 12'x12' room, approximately. The weight was simulated using a hollow steel section HSS5x3x1/4"" attached at 8' from the floor with a distributed weight of 12.2 plf. connected directly to teh gypsum wallboards",Boundary stud detachment from gypsum/bending,Cracks along longitudinal wall corner beads,0,Story Drift Ratio,Ratio,0.01,'','',,,Consequential,''
exp1823a,DAV-2011-EXP,Config6. Specimen 15,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,Sliding,CFS,'',"Dynamic, uniaxial","For the dynamic protocol, the frequency of loading and amplitude is selected to match a desired floor response spectrum consistent with ground spectral coordinates SDS 51g and SD1 50:6g as defined in ASCE/SEI 7-10 (ASCE 2010) and then extrapolated for a generic nonstructural system located at a building roof level",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Stud to bottom track connection
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom  track only
8. Spacing of steel studs of 24 in.on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
14. Equivalent Ceiling:  Equivalent to the tributary weight of a rigid ceiling found in a 12'x12' room, approximately. The weight was simulated using a hollow steel section HSS5x3x1/4"" attached at 8' from the floor with a distributed weight of 12.2 plf. connected directly to teh gypsum wallboards",Cracks along longitudinal wall corner beads,'',0,Story Drift Ratio,Ratio,0.015700000000000002,'','',,,Inconsequential,''
exp1824a,DAV-2011-EXP,Config6. Specimen 15,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,Sliding,CFS,'',"Dynamic, uniaxial","For the dynamic protocol, the frequency of loading and amplitude is selected to match a desired floor response spectrum consistent with ground spectral coordinates SDS 51g and SD1 50:6g as defined in ASCE/SEI 7-10 (ASCE 2010) and then extrapolated for a generic nonstructural system located at a building roof level",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Stud to bottom track connection
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom  track only
8. Spacing of steel studs of 24 in.on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
14. Equivalent Ceiling:  Equivalent to the tributary weight of a rigid ceiling found in a 12'x12' room, approximately. The weight was simulated using a hollow steel section HSS5x3x1/4"" attached at 8' from the floor with a distributed weight of 12.2 plf. connected directly to teh gypsum wallboards",Boundary stud detachment from gypsum/bending,Cracks along longitudinal wall corner beads,0,Story Drift Ratio,Ratio,0.0184,'','',,,Consequential,''
exp1825a,DAV-2011-EXP,Config6. Specimen 16,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,Sliding,CFS,'',"Dynamic, uniaxial","For the dynamic protocol, the frequency of loading and amplitude is selected to match a desired floor response spectrum consistent with ground spectral coordinates SDS 51g and SD1 50:6g as defined in ASCE/SEI 7-10 (ASCE 2010) and then extrapolated for a generic nonstructural system located at a building roof level",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Stud to bottom track connection
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom  track only
8. Spacing of steel studs of 24 in.on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
14. Equivalent Ceiling:  Equivalent to the tributary weight of a rigid ceiling found in a 12'x12' room, approximately. The weight was simulated using a hollow steel section HSS5x3x1/4"" attached at 8' from the floor with a distributed weight of 12.2 plf. connected directly to teh gypsum wallboards",Cracks along longitudinal wall corner beads,'',0,Story Drift Ratio,Ratio,0.0215,'','',,,Inconsequential,''
exp1826a,DAV-2011-EXP,Config6. Specimen 16,NIST,C1011,TRUE,'',Internal Partition Walls,Full height,Sliding,CFS,'',"Dynamic, uniaxial","For the dynamic protocol, the frequency of loading and amplitude is selected to match a desired floor response spectrum consistent with ground spectral coordinates SDS 51g and SD1 50:6g as defined in ASCE/SEI 7-10 (ASCE 2010) and then extrapolated for a generic nonstructural system located at a building roof level",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were approximately 3,660 mm (12 ft) long by 3,500 mm (11.5 ft) tall.
2. No return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Stud to bottom track connection
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom  track only
8. Spacing of steel studs of 24 in.on center
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness.
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
14. Equivalent Ceiling:  Equivalent to the tributary weight of a rigid ceiling found in a 12'x12' room, approximately. The weight was simulated using a hollow steel section HSS5x3x1/4"" attached at 8' from the floor with a distributed weight of 12.2 plf. connected directly to teh gypsum wallboards",Boundary stud detachment from gypsum/bending,Cracks along longitudinal wall corner beads,0,Story Drift Ratio,Ratio,0.004,'','',,,Consequential,''
exp1827a,DAV-2011-EXP,Config7. Specimen 17,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Brace buckling/top track bending,'',0,Story Drift Ratio,Ratio,0.004,'','',,,Consequential,''
exp1828a,DAV-2011-EXP,Config7. Specimen 17,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Cracks along tape/pulled tape/crushing wall vertical edges,Brace buckling/top track bending,0,Story Drift Ratio,Ratio,0.004,'','',,,Inconsequential,''
exp1829a,DAV-2011-EXP,Config7. Specimen 17,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Longitudinal wall track fastening failure,Cracks along tape/pulled tape/crushing wall vertical edges,0,Story Drift Ratio,Ratio,0.004,'','',,,Consequential,''
exp1830a,DAV-2011-EXP,Config7. Specimen 17,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Failure of seismic braces connectors,Longitudinal wall track fastening failure,0,Story Drift Ratio,Ratio,0.004,'','',,,Consequential,''
exp1831a,DAV-2011-EXP,Config7. Specimen 18,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Brace buckling/top track bending,'',0,Story Drift Ratio,Ratio,0.0062,'','',,,Consequential,''
exp1832a,DAV-2011-EXP,Config7. Specimen 18,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Cracks along tape/pulled tape/crushing wall vertical edges,Brace buckling/top track bending,0,Story Drift Ratio,Ratio,0.0081,'','',,,Inconsequential,''
exp1833a,DAV-2011-EXP,Config7. Specimen 18,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Failure connection between walls,Cracks along tape/pulled tape/crushing wall vertical edges,0,Story Drift Ratio,Ratio,0.01,'','',,,Consequential,''
exp1834a,DAV-2011-EXP,Config7. Specimen 18,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Failure of seismic braces connectors,Failure connection between walls,0,Story Drift Ratio,Ratio,0.0199,'','',,,Consequential,''
exp1835a,DAV-2011-EXP,Config7. Specimen 19,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Gypsumboard screw popout/rocking at top track,'',0,Story Drift Ratio,Ratio,0.004,'','',,,Inconsequential,''
exp1836a,DAV-2011-EXP,Config7. Specimen 19,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Damage transverse wall track fasteners/bending flanges,Gypsumboard screw popout/rocking at top track,0,Story Drift Ratio,Ratio,0.004,'','',,,Consequential,''
exp1837a,DAV-2011-EXP,Config7. Specimen 19,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Brace buckling/top track bending,Damage transverse wall track fasteners/bending flanges,0,Story Drift Ratio,Ratio,0.0062,'','',,,Consequential,''
exp1838a,DAV-2011-EXP,Config7. Specimen 19,NIST,C1011,TRUE,'',Internal Partition Walls,Partial height,Fixed,CFS,'',"Quasi-static Cyclic, uniaxial","The quasi-static testing protocol was developed for evaluating the seismic fragility of primarily driftsensitive components. The amplitude modulation is based on a dynamic loading protocol developed for each level of the UB-NCS that can simultaneously match (1) a target floor response spectrum (FRS) and (2) either a target generalized interstory drift (GID) or a maximum interstory drift, Dmax (Retamales et al. 2008, 2011). Maximum amplitude: +-3%",3% drift of specimen,"Buffalo, NY","To evaluate the seismic response, failure mechanisms, and fragilities of cold-formed steel framed gypsum partition walls.","1. The partition wall specimens were partial -height seismically braced following Gypsum Association GA-50 standard. Walls height 8ft.
2.  The I-shapedwall with 600-mm-length (2-ft-length) return walls at each end 
3. Spacing of track fasteners to slabs of  24 in. on center.
4. Presence of transverse (return) walls
5. studs and gypsum wallboards were not screwed to the top track: slip track
6. Full height partition wall
7. Gypsum wallboard connected to bottom and top  track
8. Spacing of steel studs of 24 in.) on center. 
9. In-plane
10. 350S125-18 studs and used tracks of similar thickness. 25G steel frame. 
11. A single ply of 15-mm-thick (5/8-in.-thick) gypsum board was used for the walls with each sheet having a stock size of 1,200 x2,400 mm (4x 8 ft)
12. Finished with metal corner beads and drywall paper joint tape
13. Stud connected to bottom and top track (Full connection)",Failure connection between walls,Brace buckling/top track bending,0,Story Drift Ratio,Ratio,0.0062,'','',,,Consequential,''
