id,reference_id,specimen,specimen_inspection_sequence,reviewer,component_id,comp_detail,material,size_class,test_type,loading_protocol,peak_test_amplitude,location,governing_design_standard,design_objective,comp_description,ds_description,prior_damage,prior_damage_repaired,edp_metric,edp_unit,edp_value,alt_edp_metric,alt_edp_unit,alt_edp_value,ds_rank,ds_class,notes
exp2055a,MCM-2002-SEI,Test 14,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Crushing of Wallboard at Perimeter,Cracking of Vertical Butt Joint,No,Story Drift Ratio,Ratio,0.01153,'','',,,Consequential,''
exp2056a,MCM-2002-SEI,Test 14R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Wallboard at Wall Penetration,Crushing of Wallboard at Perimeter,Yes,Story Drift Ratio,Ratio,0.0008,'','',,,Inconsequential,''
exp2057a,MCM-2002-SEI,Test 14R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Vertical Butt Joint,Cracking of Wallboard at Wall Penetration,Yes,Story Drift Ratio,Ratio,0.00104,'','',,,Inconsequential,''
exp2058a,MCM-2002-SEI,Test 14R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Vertical Out-of-Plane Joint,Cracking of Vertical Butt Joint,Yes,Story Drift Ratio,Ratio,0.00251,'','',,,Inconsequential,''
exp2059a,MCM-2002-SEI,Test 14R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Paint over Fastener Head,Cracking of Vertical Out-of-Plane Joint,Yes,Story Drift Ratio,Ratio,0.00261,'','',,,Inconsequential,''
exp2060a,MCM-2002-SEI,Test 14R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Horizontal Wall Joint,Cracking of Paint over Fastener Head,Yes,Story Drift Ratio,Ratio,0.00351,'','',,,Inconsequential,''
exp2061a,MCM-2002-SEI,Test 14R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Local Buckling of Panel at Wall Penetration,Cracking of Horizontal Wall Joint,Yes,Story Drift Ratio,Ratio,0.0062,'','',,,Inconsequential,''
exp2062a,MCM-2002-SEI,Test 14R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Small replacement panel joints cracked,Local Buckling of Panel at Wall Penetration,Yes,Story Drift Ratio,Ratio,0.00773,'','',,,Inconsequential,''
exp2063a,MCM-2002-SEI,Test 14R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Crushing of Wallboard at Perimeter,Small replacement panel joints cracked,Yes,Story Drift Ratio,Ratio,0.01009,'','',,,Consequential,''
exp2064a,MCM-2002-SEI,Test 14R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Wallboard Extremely Loose from Framing,Crushing of Wallboard at Perimeter,Yes,Story Drift Ratio,Ratio,0.01695,'','',,,Consequential,''
exp2065a,MCM-2002-SEI,Test 14R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Global Buckling of Panel,Wallboard Extremely Loose from Framing,Yes,Story Drift Ratio,Ratio,0.01975,'','',,,Consequential,''
exp2066a,MCM-2002-SEI,Test 15,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Wallboard at Wall Penetration,'',,Story Drift Ratio,Ratio,0.00113,'','',,,Inconsequential,''
exp2067a,MCM-2002-SEI,Test 15,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Local Buckling of Panel at Wall Penetration,Cracking of Wallboard at Wall Penetration,No,Story Drift Ratio,Ratio,0.00226,'','',,,Inconsequential,''
exp2068a,MCM-2002-SEI,Test 15,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Vertical Out-of-Plane Joint,Local Buckling of Panel at Wall Penetration,No,Story Drift Ratio,Ratio,0.0025,'','',,,Inconsequential,''
exp2069a,MCM-2002-SEI,Test 15,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Paint over Fastener Head,Cracking of Vertical Out-of-Plane Joint,No,Story Drift Ratio,Ratio,0.00791,'','',,,Inconsequential,''
exp2070a,MCM-2002-SEI,Test 15R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Wallboard at Wall Penetration,Cracking of Paint over Fastener Head,Yes,Story Drift Ratio,Ratio,0.00049,'','',,,Inconsequential,''
exp2071a,MCM-2002-SEI,Test 15R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Local Buckling of Panel at Wall Penetration,Cracking of Wallboard at Wall Penetration,Yes,Story Drift Ratio,Ratio,0.00149,'','',,,Inconsequential,''
exp2072a,MCM-2002-SEI,Test 15R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Vertical Out-of-Plane Joint,Local Buckling of Panel at Wall Penetration,Yes,Story Drift Ratio,Ratio,0.00266,'','',,,Inconsequential,''
exp2073a,MCM-2002-SEI,Test 15R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Paint over Fastener Head,Cracking of Vertical Out-of-Plane Joint,Yes,Story Drift Ratio,Ratio,0.00773,'','',,,Inconsequential,''
exp2074a,MCM-2002-SEI,Test 15R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Crushing of Wallboard at Perimeter,Cracking of Paint over Fastener Head,Yes,Story Drift Ratio,Ratio,0.00804,'','',,,Consequential,''
exp2075a,MCM-2002-SEI,Test 15R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Wallboard Extremely Loose from Framing,Crushing of Wallboard at Perimeter,Yes,Story Drift Ratio,Ratio,0.02298,'','',,,Consequential,''
exp2076a,MCM-2002-SEI,Test 15R,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Screws @ 16 in
 6. Constraint at top of wall: Free
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Global Buckling of Panel,Wallboard Extremely Loose from Framing,Yes,Story Drift Ratio,Ratio,0.02931,'','',,,Consequential,''
exp2077a,MCM-2002-SEI,Test 16,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Paint over Fastener Head,'',,Story Drift Ratio,Ratio,0.00158,'','',,,Inconsequential,''
exp2078a,MCM-2002-SEI,Test 16,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Wallboard at Wall Penetration,Cracking of Paint over Fastener Head,No,Story Drift Ratio,Ratio,0.00207,'','',,,Inconsequential,''
exp2079a,MCM-2002-SEI,Test 16,'',NIST,C1011.B,Full height - Fixed,Wood,'',"Quasi-static Cyclic, uniaxial",The cyclic loading protocol was based upon the drift at the time that the load drops to 80% of the peak load resisted in the standard monotonic test of Test 5.,4.88% drift of specimen,US,'','',"1. The walls were all 8 ft. by 16 ft. (2440 mm by 4880 mm) size and framed with 2 in. by 4 in. (50 mm by 100 mm) nominal dimension lumber. All framing lumber was Grade #2 or better, Hem-Fir.
 2. The frames have double top plates, single bottom plates, 4 in. by 4 in. (100 mm by 100mm) endposts and intermediate single studs at 16 in. (406 mm) on center. 
 3. All frames are sheathed on both sides with Standard grade, 1/2-inch (13 mm) gypsum sheathing wallboard. 
 4. The 4x8 foot (1220 mm by 2440 mm) sheathing panels are applied to the wall horizontally.
 5. Fastener : Nails @ 8 in
 6. Constraint at top of wall: Fixed
 7. Wall opening: Door 
 8. Method of construction: Floating Edge",Cracking of Vertical Out-of-Plane Joint,Cracking of Wallboard at Wall Penetration,No,Story Drift Ratio,Ratio,0.00255,'','',,,Inconsequential,''
