id,reference_id,p58_fragility,component_id,comp_detail,material,size_class,comp_description
D3031.022e,FEM-2018-SEI,D3031.022e,D3031.B,'','','',Cooling Tower - Capacity: 100 to <350 Ton - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 250 Ton.
D3031.022f,FEM-2018-SEI,D3031.022f,D3031.B,'','','',Cooling Tower - Capacity: 100 to <350 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.
D3031.022g,FEM-2018-SEI,D3031.022g,D3031.B,'','','',Cooling Tower - Capacity: 350 to <750 Ton - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 500 Ton.
D3031.022h,FEM-2018-SEI,D3031.022h,D3031.B,'','','',Cooling Tower - Capacity: 350 to <750 Ton - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 500 Ton.
D3031.022i,FEM-2018-SEI,D3031.022i,D3031.B,'','','',Cooling Tower - Capacity: 350 to <750 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.
D3031.022j,FEM-2018-SEI,D3031.022j,D3031.B,'','','',Cooling Tower - Capacity: 750 to <1000 Ton - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit and is based upon 850 Ton.
D3031.022k,FEM-2018-SEI,D3031.022k,D3031.B,'','','',Cooling Tower - Capacity: 750 to <1000 Ton - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit and is based upon 850 Ton.
D3031.022l,FEM-2018-SEI,D3031.022l,D3031.B,'','','',Cooling Tower - Capacity: 750 to <1000 Ton - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.
D3031.023a,FEM-2018-SEI,D3031.023a,D3031.B,'','','',Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 75 Ton.
D3031.023b,FEM-2018-SEI,D3031.023b,D3031.B,'','','',Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 75 Ton.
D3031.023c,FEM-2018-SEI,D3031.023c,D3031.B,'','','',Cooling Tower - Capacity: < 100 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 75 Ton.
D3031.023d,FEM-2018-SEI,D3031.023d,D3031.B,'','','',Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 250 Ton.
D3031.023e,FEM-2018-SEI,D3031.023e,D3031.B,'','','',Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 250 Ton.
D3031.023f,FEM-2018-SEI,D3031.023f,D3031.B,'','','',Cooling Tower - Capacity: 100 to <350 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 250 Ton.
D3031.023g,FEM-2018-SEI,D3031.023g,D3031.B,'','','',Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 500 Ton.
D3031.023h,FEM-2018-SEI,D3031.023h,D3031.B,'','','',Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 500 Ton.
D3031.023i,FEM-2018-SEI,D3031.023i,D3031.B,'','','',Cooling Tower - Capacity: 350 to <750 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 Ton.
D3031.023j,FEM-2018-SEI,D3031.023j,D3031.B,'','','',Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 850 Ton.
D3031.023k,FEM-2018-SEI,D3031.023k,D3031.B,'','','',Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 850 Ton.
D3031.023l,FEM-2018-SEI,D3031.023l,D3031.B,'','','',Cooling Tower - Capacity: 750 to <1000 Ton - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 850 Ton.
D3032.011a,FEM-2018-SEI,D3032.011a,D3032.A,'','','',Compressor - Capacity: Small non medical air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.
D3032.011b,FEM-2018-SEI,D3032.011b,D3032.A,'','','',Compressor - Capacity: Large non medical air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.
D3032.011c,FEM-2018-SEI,D3032.011c,D3032.A,'','','',Compressor - Capacity: Small medical quality air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.
D3032.011d,FEM-2018-SEI,D3032.011d,D3032.A,'','','',Compressor - Capacity: Large medical quality air supply - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.
D3032.012a,FEM-2018-SEI,D3032.012a,D3032.A,'','','',Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.
D3032.012b,FEM-2018-SEI,D3032.012b,D3032.A,'','','',Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.
D3032.012c,FEM-2018-SEI,D3032.012c,D3032.A,'','','',Compressor - Capacity: Small non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D3032.012d,FEM-2018-SEI,D3032.012d,D3032.A,'','','',Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.
D3032.012e,FEM-2018-SEI,D3032.012e,D3032.A,'','','',Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.
D3032.012f,FEM-2018-SEI,D3032.012f,D3032.A,'','','',Compressor - Capacity: Large non medical air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D3032.012g,FEM-2018-SEI,D3032.012g,D3032.A,'','','',Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.
D3032.012h,FEM-2018-SEI,D3032.012h,D3032.A,'','','',Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.
D3032.012i,FEM-2018-SEI,D3032.012i,D3032.A,'','','',Compressor - Capacity: Small medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D3032.012j,FEM-2018-SEI,D3032.012j,D3032.A,'','','',Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.
D3032.012k,FEM-2018-SEI,D3032.012k,D3032.A,'','','',Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.
D3032.012l,FEM-2018-SEI,D3032.012l,D3032.A,'','','',Compressor - Capacity: Large medical quality air supply - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D3032.013a,FEM-2018-SEI,D3032.013a,D3032.A,'','','',Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.
D3032.013b,FEM-2018-SEI,D3032.013b,D3032.A,'','','',Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.
D3032.013c,FEM-2018-SEI,D3032.013c,D3032.A,'','','',Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D3032.013d,FEM-2018-SEI,D3032.013d,D3032.A,'','','',Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.
D3032.013e,FEM-2018-SEI,D3032.013e,D3032.A,'','','',Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.
D3032.013f,FEM-2018-SEI,D3032.013f,D3032.A,'','','',Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D3032.013g,FEM-2018-SEI,D3032.013g,D3032.A,'','','',Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.
D3032.013h,FEM-2018-SEI,D3032.013h,D3032.A,'','','',Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.
D3032.013i,FEM-2018-SEI,D3032.013i,D3032.A,'','','',Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D3032.013j,FEM-2018-SEI,D3032.013j,D3032.A,'','','',Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.
D3032.013k,FEM-2018-SEI,D3032.013k,D3032.A,'','','',Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.
D3032.013l,FEM-2018-SEI,D3032.013l,D3032.A,'','','',Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D3041.001a,FEM-2018-SEI,D3041.001a,D3041.C,'','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC A or B - Costing per 10 units"
D3041.001b,FEM-2018-SEI,D3041.001b,D3041.C,'','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC C - Costing per 10 units"
D3041.001c,FEM-2018-SEI,D3041.001c,D3041.C,'','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F - Costing per 10 units"
D3041.001d,FEM-2018-SEI,D3041.001d,D3041.C,'','','',"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units"
D3041.002a,FEM-2018-SEI,D3041.002a,D3041.C,'','','',"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC A or B - Costing per 10 units"
D3041.002b,FEM-2018-SEI,D3041.002b,D3041.C,'','','',"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC C - Costing per 10 units"
D3041.002c,FEM-2018-SEI,D3041.002c,D3041.C,'','','',"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC D, E, F - Costing per 10 units"
D3041.002d,FEM-2018-SEI,D3041.002d,D3041.C,'','','',"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units"
D3041.011a,FEM-2018-SEI,D3041.011a,D3041.A,'','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct"
D3041.011b,FEM-2018-SEI,D3041.011b,D3041.A,'','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct"
D3041.011c,FEM-2018-SEI,D3041.011c,D3041.A,'','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct"
D3041.011d,FEM-2018-SEI,D3041.011d,D3041.A,'','','',"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct"
D3041.012a,FEM-2018-SEI,D3041.012a,D3041.A,'','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC A or B - Costing based upon 1000 ft segments of duct"
D3041.012b,FEM-2018-SEI,D3041.012b,D3041.A,'','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC C - Costing based upon 1000 ft segments of duct"
D3041.012c,FEM-2018-SEI,D3041.012c,D3041.A,'','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F - Costing based upon 1000 ft segments of duct"
D3041.012d,FEM-2018-SEI,D3041.012d,D3041.A,'','','',"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct"
D3041.021a,FEM-2018-SEI,D3041.021a,D3041.A,'','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct"
D3041.021b,FEM-2018-SEI,D3041.021b,D3041.A,'','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct"
D3041.021c,FEM-2018-SEI,D3041.021c,D3041.A,'','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct"
D3041.021d,FEM-2018-SEI,D3041.021d,D3041.A,'','','',"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct"
D3041.022a,FEM-2018-SEI,D3041.022a,D3041.A,'','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC A or B - Costing based upon 1000 ft segments of duct"
D3041.022b,FEM-2018-SEI,D3041.022b,D3041.A,'','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC C - Costing based upon 1000 ft segments of duct"
D3041.022c,FEM-2018-SEI,D3041.022c,D3041.A,'','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F - Costing based upon 1000 ft segments of duct"
D3041.022d,FEM-2018-SEI,D3041.022d,D3041.A,'','','',"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct"
D3041.031a,FEM-2018-SEI,D3041.031a,D3041.B,'','','',"HVAC Drops / Diffusers in suspended ceilings - No independent safety wires, SDC A or B - Costing per 10 units, No independent safety wires"
D3041.031b,FEM-2018-SEI,D3041.031b,D3041.B,'','','',"HVAC Drops / Diffusers in suspended ceilings - No independent safety wires, SDC C - Costing per 10 units, No independent safety wires"
D3041.032a,FEM-2018-SEI,D3041.032a,D3041.B,'','','',"HVAC Drops / Diffusers without ceilings - supported by ducting only - No independent safety wires, SDC A or B - Costing per 10 units, unit supported by ducting only, no independent safety wires"
D3041.032b,FEM-2018-SEI,D3041.032b,D3041.B,'','','',"HVAC Drops / Diffusers without ceilings - supported by ducting only - No independent safety wires, SDC C - Costing per 10 units, unit supported by ducting only, no independent safety wires"
D3041.032c,FEM-2018-SEI,D3041.032c,D3041.B,'','','',"HVAC Drops / Diffusers without ceilings - supported by ducting only - No independent safety wires, SDC D, E, or F - Costing per 10 units, unit supported by ducting only, no independent safety wires"
D3041.032d,FEM-2018-SEI,D3041.032d,D3041.B,'','','',"HVAC Drops / Diffusers without ceilings - supported by ducting only - No independent safety wires, SDC D, E, or F (OSHPD or sim) - Costing per 10 units, unit supported by ducting only, no independent safety wires"
D3041.041a,FEM-2018-SEI,D3041.041a,D3041.D,'','','',"Variable Air Volume (VAV) box with in-line coil, SDC A or B - Costing per 10 units"
D3041.041b,FEM-2018-SEI,D3041.041b,D3041.D,'','','',"Variable Air Volume (VAV) box with in-line coil, SDC C - Costing per 10 units"
D3041.101a,FEM-2018-SEI,D3041.101a,D3042.A,'','','',HVAC Fan - Capacity: all - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.
D3041.102a,FEM-2018-SEI,D3041.102a,D3042.A,'','','',HVAC Fan - Capacity: all - Vibration isolated equipment that is not snubbed or restrained - Anchorage fragility only - Costing is per unit.
D3041.102b,FEM-2018-SEI,D3041.102b,D3042.A,'','','',HVAC Fan - Capacity: all - Vibration isolated equipment that is not snubbed or restrained - Equipment fragility only - Costing is per unit.
D3041.102c,FEM-2018-SEI,D3041.102c,D3042.A,'','','',HVAC Fan - Capacity: all - Vibration isolated equipment that is not snubbed or restrained - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D3041.103a,FEM-2018-SEI,D3041.103a,D3042.A,'','','',HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.
D3041.103b,FEM-2018-SEI,D3041.103b,D3042.A,'','','',HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.
D3041.103c,FEM-2018-SEI,D3041.103c,D3042.A,'','','',HVAC Fan - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D3052.011a,FEM-2018-SEI,D3052.011a,D3052.A,'','','',Air Handling Unit - Capacity: <5000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 4000 CFM.
D3052.011b,FEM-2018-SEI,D3052.011b,D3052.A,'','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 8000 CFM.
D3052.011c,FEM-2018-SEI,D3052.011c,D3052.A,'','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 20000 CFM.
D3052.011d,FEM-2018-SEI,D3052.011d,D3052.A,'','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 30000 CFM.
D3052.013a,FEM-2018-SEI,D3052.013a,D3052.A,'','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 4000 CFM.
D3052.013b,FEM-2018-SEI,D3052.013b,D3052.A,'','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 4000 CFM.
D3052.013c,FEM-2018-SEI,D3052.013c,D3052.A,'','','',Air Handling Unit - Capacity: <5000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 4000 CFM.
D3052.013d,FEM-2018-SEI,D3052.013d,D3052.A,'','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 8000 CFM.
D3052.013e,FEM-2018-SEI,D3052.013e,D3052.A,'','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 8000 CFM.
D3052.013f,FEM-2018-SEI,D3052.013f,D3052.A,'','','',Air Handling Unit - Capacity: 5000 to <10000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 8000 CFM.
D3052.013g,FEM-2018-SEI,D3052.013g,D3052.A,'','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 20000 CFM.
D3052.013h,FEM-2018-SEI,D3052.013h,D3052.A,'','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 20000 CFM.
D3052.013i,FEM-2018-SEI,D3052.013i,D3052.A,'','','',Air Handling Unit - Capacity: 10000 to <25000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 20000 CFM.
D3052.013j,FEM-2018-SEI,D3052.013j,D3052.A,'','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 30000 CFM.
D3052.013k,FEM-2018-SEI,D3052.013k,D3052.A,'','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 30000 CFM.
D3052.013l,FEM-2018-SEI,D3052.013l,D3052.A,'','','',Air Handling Unit - Capacity: 25000 to <40000 CFM - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 30000 CFM.
D3067.011a,FEM-2018-SEI,D3067.011a,D3067.A,'','','',Control Panel - Capacity: all - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit.
D3067.012a,FEM-2018-SEI,D3067.012a,D3067.A,'','','',Control Panel - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.
D3067.012b,FEM-2018-SEI,D3067.012b,D3067.A,'','','',Control Panel - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.
D3067.012c,FEM-2018-SEI,D3067.012c,D3067.A,'','','',Control Panel - Capacity: all - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.
D4011.021a,FEM-2018-SEI,D4011.021a,D4011.A,'','','',"Fire Sprinkler Water Piping - Horizontal Mains and Branches - Old Style Victaulic - Thin Wall Steel - No bracing, SDC A or B, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, horizontal main and branches"
D4011.022a,FEM-2018-SEI,D4011.022a,D4011.A,'','','',"Fire Sprinkler Water Piping - Horizontal Mains and Branches - Old Style Victaulic - Thin Wall Steel - No bracing, SDC C, PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, horizontal main and branches"
D4011.023a,FEM-2018-SEI,D4011.023a,D4011.A,'','','',"Fire Sprinkler Water Piping - Horizontal Mains and Branches - Old Style Victaulic - Thin Wall Steel - Poorly designed bracing, SDC D, E, or F , PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, horizontal main and branches"
D4011.024a,FEM-2018-SEI,D4011.024a,D4011.A,'','','',"Fire Sprinkler Water Piping - Horizontal Mains and Branches - Old Style Victaulic - Thin Wall Steel - with designed bracing, SDC D, E, or F (OSHPD or sim), PIPING FRAGILITY - Costing based upon 1000 ft segments of pipe, horizontal main and branches"
D4011.031a,FEM-2018-SEI,D4011.031a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC A or B - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.032a,FEM-2018-SEI,D4011.032a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC C - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.033a,FEM-2018-SEI,D4011.033a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.034a,FEM-2018-SEI,D4011.034a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F (OSHPD or sim) - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.041a,FEM-2018-SEI,D4011.041a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile HARD ceiling - 6 ft. long drop maximum, SDC A or B - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.042a,FEM-2018-SEI,D4011.042a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - Dropping into unbraced lay-in tile HARD ceiling - 6 ft. long drop maximum, SDC C - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.053a,FEM-2018-SEI,D4011.053a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - Dropping into braced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.054a,FEM-2018-SEI,D4011.054a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - Dropping into braced lay-in tile SOFT ceiling - 6 ft. long drop maximum, SDC D, E, or F (OSHPD or sim) - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.063a,FEM-2018-SEI,D4011.063a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - Dropping into braced lay-in tile HARD ceiling - 6 ft. long drop maximum, SDC D, E, or F - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.064a,FEM-2018-SEI,D4011.064a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - Dropping into braced lay-in tile HARD ceiling - 6 ft. long drop maximum, SDC D, E, or F (OSHPD or sim) - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.071a,FEM-2018-SEI,D4011.071a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - No Ceiling - 6 ft. long drop maximum, SDC A or B - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.072a,FEM-2018-SEI,D4011.072a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - No Ceiling - 6 ft. long drop maximum, SDC C - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.073a,FEM-2018-SEI,D4011.073a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - No Ceiling - 6 ft. long drop maximum, SDC D, E, or F - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D4011.074a,FEM-2018-SEI,D4011.074a,D4011.B,'','','',"Fire Sprinkler Drop Standard Threaded Steel - No Ceiling - 6 ft. long drop maximum, SDC D, E, or F (OSHPD or sim) - Costing per 100 units, Standard threaded steel drop, 6 ft. long drop maximum"
D5011.011a,FEM-2018-SEI,D5011.011a,D5011.A,'','','',Transformer/primary service - Capacity: <100 kVA - Unanchored equipment that is not vibration isolated - Equipment fragility only - Costing is per unit and is based upon 75 kVa.
